P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
Kepler-1462 b,Hot,Neptunian,gas,metals-rich,non-habitable,11.08,3.82,0.2,0.76,9.713696,449.8,-22.58,65.65,0.3184,0.0,1.0,1.0,5756.0,19.7598,42.3969,1,0,-1.84,2.86,-0.18,0.23,0.29,0,0,1,Transit,2016.0
Kepler-1463 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.73,1.86,1.2,2.24,30.66491,599.5,-22.26,25.16,0.1657,0.0,0.96,0.95,5679.0,19.6325,42.0069,1,0,-2.12,-0.14,-0.12,0.32,0.3,0,0,1,Transit,2016.0
Kepler-1464 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.02,1.66,1.1,1.83,27.040329999999997,581.0,-21.87,31.78,0.1976,0.0,1.02,1.01,5828.0,19.149,38.7542,2,0,-2.1,-0.15,-0.33,0.32,0.32,0,0,1,Transit,2016.0
Kepler-1464 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.86,1.0,0.87,0.86,292.4966,1053.6,-23.36,5.33,0.0601,0.0,1.02,1.01,5828.0,19.149,38.7542,2,0,-2.36,-0.17,-1.18,0.27,0.3,0,0,1,Transit,2016.0
Kepler-1465 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,7.078060000000001,415.6,-20.55,31.83,0.1785,0.0,0.75,0.71,4726.0,19.3213,51.9049,1,0,-1.73,-0.14,0.07,0.37,0.43,0,0,1,Transit,2016.0
Kepler-1466 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,29.58953,594.2,-21.82,31.18,0.1945,0.0,1.01,1.02,5884.0,19.3221,44.6099,1,0,-2.12,-0.15,-0.47,0.32,0.32,0,0,1,Transit,2016.0
Kepler-1467 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.04,3.29,0.2,0.65,8.290146,432.3,-22.08,47.06,0.2425,0.0,0.86,0.82,5332.0,19.6699,45.3427,1,0,-1.79,2.64,-0.37,0.24,0.33,0,0,1,Transit,2016.0
Kepler-1468 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,182.3954,936.3,-24.04,8.24,0.0809,0.0,1.04,1.05,5893.0,19.568,41.2774,2,0,-2.34,-0.15,-0.57,0.29,0.28,0,0,1,Transit,2016.0
Kepler-1468 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.4,1.15,0.91,1.05,561.4761,1240.2,-24.39,3.55,0.0461,0.0,1.04,1.05,5893.0,19.568,41.2774,2,0,-2.4,-0.17,-1.12,0.27,0.29,0,0,1,Transit,2016.0
Kepler-1469 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.24,2.8,0.19,0.54,29.522879999999997,593.9,-23.11,21.86,0.1488,0.0,0.92,0.89,5507.0,19.5881,39.3914,1,0,-2.1,2.48,-0.75,0.23,0.26,0,0,1,Transit,2016.0
Kepler-1470 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.07,1.06,0.89,0.94,23.03063,558.1,-20.73,16.3,0.1167,0.0,0.8,0.76,4961.0,19.2463,39.8832,1,0,-2.03,-0.17,-0.91,0.31,0.35,0,0,1,Transit,2016.0
Kepler-1471 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1.0,1.41,384.5725,1128.2,-24.42,3.64,0.0455,0.0,0.95,0.93,5660.0,19.311,50.02,1,0,-2.37,-0.16,-0.92,0.28,0.29,0,0,1,Transit,2016.0
Kepler-1472 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,37.18642,629.1,-22.52,38.13,0.2329,0.0,1.16,1.25,6159.0,19.6568,49.0575,1,0,-2.16,-0.14,-0.1,0.32,0.29,0,0,1,Transit,2016.0
Kepler-1473 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.54,1.19,0.92,1.1,100.0145,805.7,-22.57,14.43,0.1193,0.0,1.09,1.09,6046.0,19.3758,48.9961,1,0,-2.29,-0.17,-0.95,0.29,0.3,0,0,1,Transit,2016.0
Kepler-1474 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,14.15,2.16,1.4,3.03,24.273670000000003,565.5,-22.33,36.43,0.2179,0.0,1.04,1.04,5870.0,19.6463,45.8668,1,0,-2.08,-0.13,0.35,0.32,0.3,0,0,1,Transit,2016.0
Kepler-1475 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.86,2.92,0.19,0.57,14.349979999999999,495.9,-22.42,82.18,0.3908,0.0,1.18,1.28,6214.0,19.7299,44.7531,1,0,-1.96,2.51,-0.61,0.24,0.29,0,0,1,Transit,2016.0
Kepler-1476 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.14,1.67,1.11,1.85,99.7039,805.1,-23.31,10.36,0.0924,0.0,0.98,0.96,5663.0,18.9688,43.99,1,0,-2.27,-0.15,-0.53,0.3,0.28,0,0,1,Transit,2016.0
Kepler-1477 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.49,1.18,0.92,1.08,42.49218,650.5,-21.62,11.56,0.0932,0.0,0.81,0.78,5100.0,18.7532,42.6858,1,0,-2.14,-0.17,-0.87,0.3,0.32,0,0,1,Transit,2016.0
Kepler-1478 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,40.29137,641.9,-22.4,26.08,0.1744,0.0,1.04,1.06,5904.0,19.5443,41.7462,1,0,-2.17,-0.15,-0.33,0.31,0.3,0,0,1,Transit,2016.0
Kepler-1479 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.21,1.83,1.19,2.16,72.10322,742.4,-23.15,14.53,0.1161,0.0,0.99,0.98,5796.0,19.0475,49.7067,1,0,-2.24,-0.14,-0.32,0.31,0.28,0,0,1,Transit,2016.0
Kepler-1480 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.14,1.67,1.11,1.85,19.49493,535.3,-21.53,22.13,0.1461,0.0,0.85,0.81,5156.0,19.4667,49.3018,1,0,-2.01,-0.15,-0.26,0.33,0.34,0,0,1,Transit,2016.0
Kepler-1481 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.75,1.23,0.94,1.15,82.46839,767.7,-22.44,5.94,0.0596,0.0,0.8,0.75,4908.0,19.2959,49.7312,1,0,-2.21,-0.16,-0.9,0.3,0.31,0,0,1,Transit,2016.0
Kepler-1482 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.89,1.01,0.87,0.88,53.43965,688.8,-21.53,12.25,0.0997,0.0,0.88,0.84,5381.0,19.0209,48.7253,1,0,-2.19,-0.17,-1.04,0.29,0.32,0,0,1,Transit,2016.0
Kepler-1483 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.69,1.52,1.04,1.59,316.8872,1074.9,-24.37,9.51,0.0946,0.0,1.25,1.4,6337.0,19.694,42.1508,1,0,-2.39,-0.15,-0.81,0.28,0.28,0,0,1,Transit,2016.0
Kepler-1484 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.69,2.11,1.36,2.86,23.42986,560.5,-22.24,30.45,0.1869,0.0,0.94,0.92,5730.0,19.5123,38.1263,1,0,-2.07,-0.13,0.28,0.32,0.3,0,0,1,Transit,2016.0
Kepler-1485 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.22,1.47,1.02,1.5,69.73355,736.2,-22.64,19.92,0.1488,0.0,1.11,1.12,6087.0,19.873,44.7371,1,0,-2.25,-0.16,-0.67,0.3,0.3,0,0,1,Transit,2016.0
Kepler-1486 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,19.11,2.32,1.53,3.55,17.0484,517.7,-22.1,54.65,0.2891,0.0,1.08,1.12,5965.0,19.3727,45.4397,1,0,-2.0,-0.12,0.71,0.32,0.31,0,0,1,Transit,2016.0
Kepler-1487 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,647.0396,1284.9,-25.88,7.32,0.0821,0.0,1.38,1.63,6541.0,19.6999,38.6445,1,0,-2.43,-0.13,-0.38,0.29,0.25,0,0,1,Transit,2016.0
Kepler-1488 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.73,1.86,1.2,2.24,32.84923,609.9,-22.34,39.82,0.2319,0.0,1.05,1.31,5820.0,19.1098,49.9378,1,0,-2.13,-0.14,-0.13,0.32,0.3,0,0,1,Transit,2016.0
Kepler-1489 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.4,1.77,1.16,2.05,5.692041000000001,393.5,-20.32,82.29,0.3613,0.0,0.93,0.9,5655.0,18.7531,44.4654,1,0,-1.65,-0.14,0.12,0.38,0.47,0,0,1,Transit,2016.0
Kepler-1490 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.46,3.04,0.2,0.59,4.21185,365.0,-21.16,92.44,0.3862,0.0,0.9,0.87,5515.0,19.7129,42.6095,1,0,-1.53,2.55,-0.37,0.25,0.44,0,0,1,Transit,2016.0
Kepler-1491 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.59,1.51,1.04,1.57,58.45542,704.5,-22.51,16.59,0.1273,0.0,1.0,0.99,5728.0,19.5753,45.7407,1,0,-2.22,-0.15,-0.61,0.3,0.3,0,0,1,Transit,2016.0
Kepler-1492 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.4,1.49,1.03,1.53,16.63113,514.5,-21.11,16.75,0.1174,0.0,0.77,0.72,4712.0,19.2398,41.0364,1,0,-1.95,-0.15,-0.44,0.33,0.36,0,0,1,Transit,2016.0
Kepler-1493 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1.0,1.41,119.5905,842.5,-23.14,15.02,0.1215,0.0,1.06,1.29,5863.0,19.2366,38.5652,1,0,-2.3,-0.16,-0.79,0.29,0.29,0,0,1,Transit,2016.0
Kepler-1494 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.66,3.07,0.2,0.6,5.325216,387.0,-21.44,91.08,0.3907,0.0,0.96,0.94,5659.0,18.8438,43.1625,1,0,-1.63,2.56,-0.4,0.25,0.4,0,0,1,Transit,2016.0
Kepler-1495 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.92,2.93,0.19,0.57,7.654806,423.8,-21.74,85.27,0.3828,0.0,1.03,1.04,5831.0,19.0754,38.7796,1,0,-1.76,2.52,-0.51,0.24,0.35,0,0,1,Transit,2016.0
Kepler-1496 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.76,2.22,1.45,3.21,19.05034,532.3,-22.13,64.66,0.3331,0.0,1.18,1.27,6182.0,19.5983,45.3507,1,0,-2.03,-0.12,0.5,0.32,0.31,0,0,1,Transit,2016.0
Kepler-1497 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.02,1.66,1.1,1.83,125.1756,852.2,-23.55,8.74,0.0819,0.0,0.96,0.95,5675.0,19.7464,45.6343,1,0,-2.29,-0.15,-0.58,0.3,0.28,0,0,1,Transit,2016.0
Kepler-1498 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,7.427711,420.6,-19.99,48.05,0.2459,0.0,0.86,0.81,5256.0,18.9852,44.9168,1,0,-1.75,-0.16,-0.49,0.35,0.45,0,0,1,Transit,2016.0
Kepler-1499 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.54,1.19,0.92,1.1,7.028604,414.8,-19.68,44.2,0.2289,0.0,0.82,0.78,5097.0,18.9324,41.6504,1,0,-1.73,-0.17,-0.65,0.35,0.47,0,0,1,Transit,2016.0
Kepler-1500 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,73.72491,746.5,-22.26,15.03,0.1192,0.0,1.0,1.0,5845.0,19.2589,39.7446,1,0,-2.25,-0.17,-0.91,0.29,0.31,0,0,1,Transit,2016.0
Kepler-1501 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,3.99,1.56,1.06,1.65,148.5602,889.4,-23.6,14.56,0.124,0.0,1.2,1.3,6229.0,19.3279,42.0014,1,0,-2.33,-0.15,-0.69,0.29,0.29,0,0,1,Transit,2016.0
Kepler-1502 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.33,3.18,0.2,0.63,74.21921,747.8,-24.4,41.71,0.2657,0.0,1.44,1.72,6666.0,19.7405,39.3199,1,0,-2.27,2.6,-0.73,0.22,0.22,0,0,1,Transit,2016.0
Kepler-1503 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,17.55,2.27,1.49,3.39,2.2889909999999998,313.4,-19.87,96.17,0.3764,0.0,0.77,0.74,5069.0,19.5818,42.8068,1,0,-1.22,-0.12,1.3,0.36,0.61,0,0,1,Transit,2016.0
Kepler-1504 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.26,2.13,1.38,2.93,4.0487589999999996,361.4,-20.35,82.3,0.3507,0.0,0.85,0.81,5393.0,19.3141,50.1282,1,0,-1.51,-0.13,0.81,0.37,0.5,0,0,1,Transit,2016.0
Kepler-1505 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.68,0.93,0.85,0.79,19.64389,536.4,-20.26,30.86,0.1879,0.0,0.93,0.86,5686.0,19.4668,41.787,1,0,-2.03,-0.18,-1.01,0.31,0.36,0,0,1,Transit,2016.0
Kepler-1506 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,64.31711999999999,721.5,-22.32,14.03,0.1119,0.0,0.95,0.93,5676.0,19.3433,41.4646,1,0,-2.23,-0.16,-0.79,0.3,0.31,0,0,1,Transit,2016.0
Kepler-1507 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.49,0.84,0.83,0.69,38.71819,635.5,-20.78,16.05,0.1198,0.0,0.89,0.85,5410.0,19.2374,46.5361,1,0,-2.14,-0.18,-1.14,0.29,0.33,0,0,1,Transit,2016.0
Kepler-1508 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.3,1.33,0.97,1.29,80.84019,763.9,-22.59,20.71,0.1541,0.0,1.14,1.22,6158.0,19.8746,40.375,1,0,-2.27,-0.16,-0.81,0.29,0.3,0,0,1,Transit,2016.0
Kepler-1509 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.56,1.85,1.2,2.21,34.274440000000006,616.4,-22.37,25.43,0.1692,0.0,1.0,0.99,5780.0,18.9199,46.931,1,0,-2.14,-0.14,-0.15,0.32,0.3,0,0,1,Transit,2016.0
Kepler-1510 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.49,3.36,0.2,0.66,13.58172,489.1,-22.66,84.7,0.3999,0.0,1.19,1.28,6200.0,19.9306,48.2578,1,0,-1.94,2.67,-0.42,0.23,0.28,0,0,1,Transit,2016.0
Kepler-1511 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.27,1.68,1.11,1.87,71.61835,741.1,-22.97,23.24,0.1679,0.0,1.17,1.29,6064.0,19.2281,43.1798,1,0,-2.25,-0.15,-0.47,0.3,0.29,0,0,1,Transit,2016.0
Kepler-1512 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.49,1.18,0.92,1.08,8.527658,435.4,-19.87,20.36,0.1314,0.0,0.73,0.67,4372.0,19.285,44.4703,1,0,-1.77,-0.17,-0.68,0.34,0.44,0,0,1,Transit,2016.0
Kepler-1513 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,133.91,8.46,0.22,1.87,2.525353,321.2,-22.84,160.88,0.5769,0.0,0.99,0.97,5617.0,19.3194,39.2853,1,0,-1.25,5.3,2.56,0.14,0.36,0,0,1,Transit,2016.0
Kepler-1514 b,Hot,Jovian,,,non-habitable,,11.82,,,3.5785169999999997,350.4,-23.95,217.83,0.7548,0.0,1.21,1.22,6251.0,19.5085,37.8601,1,0,-1.41,,,,0.28,0,0,1,Transit,2016.0
Kepler-1515 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,219.6,9.54,0.25,2.41,5.481217,389.8,-23.95,214.31,0.7648,0.0,1.3,1.41,6511.0,19.3983,48.1782,1,0,-1.61,5.96,2.97,0.13,0.25,0,0,1,Transit,2016.0
Kepler-1516 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.1,1.75,1.14,2.0,225.9471,987.7,-24.3,7.26,0.0743,0.0,1.04,1.07,5904.0,19.433,44.5235,1,0,-2.35,-0.14,-0.58,0.29,0.27,0,0,1,Transit,2016.0
Kepler-1517 b,Hot,Jovian,gas,metals-rich,non-habitable,243.48,9.76,0.26,2.56,1615.817,1615.3,-30.2,5.55,0.0714,0.0,1.58,1.95,7010.0,19.1871,43.1888,1,0,-2.48,6.1,0.67,0.13,0.09,0,0,1,Transit,2016.0
Kepler-1518 b,Hot,Neptunian,gas,no-atmosphere,non-habitable,5.53,3.05,0.2,0.6,1549.378,1598.4,-27.62,5.11,0.067,0.0,1.54,1.88,6846.0,20.0222,44.9861,1,0,-2.47,2.55,-1.08,0.21,0.21,0,0,1,Transit,2016.0
Kepler-1519 b,Warm,Jovian,gas,hydrogen-rich,non-habitable,71.66,7.06,0.2,1.44,1.3698620000000001,275.6,-21.78,240.8,0.7419,0.0,0.94,0.91,5644.0,19.7779,49.4619,1,1,-0.81,4.51,1.98,0.17,0.46,0,0,1,Transit,2016.0
Kepler-1520 b,Hot,Neptunian,gas,metals-rich,non-habitable,38.18,5.77,0.2,1.15,1196.758,1498.5,-28.73,0.65,0.0134,0.0,0.76,0.71,4677.0,19.3977,51.5047,1,0,-2.33,3.82,-0.44,0.18,0.14,0,0,1,Transit,2016.0
Kepler-1521 b,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,26.81,2.5,1.72,4.3,5.910576,397.2,-21.11,47.15,0.238,0.0,0.81,0.76,5042.0,19.5127,37.835,1,0,-1.67,-0.11,1.45,0.31,0.41,0,0,1,Transit,2016.0
Kepler-1522 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.82,1.72,1.13,1.95,973.6772,1423.1,-25.87,1.85,0.0291,0.0,0.96,0.93,5706.0,19.3229,52.0702,1,0,-2.41,-0.15,-0.79,0.28,0.27,0,0,1,Transit,2016.0
Kepler-1523 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.2,1.58,1.07,1.68,2545.467,1809.6,-26.73,0.94,0.0186,0.0,0.97,0.96,5708.0,19.7369,45.827,1,0,-2.43,-0.15,-0.99,0.28,0.28,0,0,1,Transit,2016.0
Kepler-1524 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.79,3.54,0.2,0.7,16.36165,512.4,-22.98,70.97,0.3534,0.0,1.17,1.25,6179.0,19.5924,39.5198,1,0,-1.99,2.74,-0.38,0.23,0.26,0,0,1,Transit,2016.0
Kepler-1525 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.63,0.91,0.84,0.77,815.5964,1361.5,-24.27,2.42,0.036,0.0,1.07,1.04,5748.0,19.3706,49.943,1,0,-2.4,-0.18,-1.29,0.27,0.29,0,0,1,Transit,2016.0
Kepler-1526 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,23.62,2.43,1.65,4.0,100.1681,806.0,-24.14,3.91,0.0437,0.0,0.73,0.69,4601.0,19.008,38.8664,1,0,-2.2,-0.11,0.39,0.31,0.25,0,0,1,Transit,2016.0
Kepler-1527 b,Hot,Neptunian,gas,metals-rich,non-habitable,21.59,4.77,0.2,0.95,6.205973999999999,402.1,-22.57,160.13,0.6148,0.0,1.21,1.32,6224.0,19.8276,46.0608,1,0,-1.68,3.31,0.32,0.21,0.31,0,0,1,Transit,2016.0
Kepler-1528 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,3.14,1.46,1.02,1.48,1318.838,1535.3,-25.83,1.79,0.0291,0.0,1.03,1.03,5857.0,19.1602,46.574,1,0,-2.43,-0.16,-1.01,0.28,0.28,0,0,1,Transit,2016.0
Kepler-1529 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.42,2.09,1.35,2.83,111.2723,827.4,-23.93,5.34,0.0557,0.0,0.81,0.77,5048.0,19.3247,41.0407,1,0,-2.24,-0.13,-0.09,0.31,0.26,0,0,1,Transit,2016.0
Kepler-1530 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,485.2695,1195.8,-24.99,2.59,0.0359,0.0,0.92,0.88,5477.0,19.2108,48.1652,2,0,-2.37,-0.15,-0.77,0.29,0.28,0,0,1,Transit,2016.0
Kepler-1530 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.89,1.65,1.1,1.8,185.7668,940.6,-23.96,5.32,0.058,0.0,0.92,0.88,5477.0,19.2108,48.1652,2,0,-2.31,-0.15,-0.64,0.29,0.28,0,0,1,Transit,2016.0
Kepler-1531 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.23,1.11,0.9,1.0,4422.53,2077.6,-26.56,1.14,0.0224,0.0,1.16,1.27,6260.0,19.0098,39.3708,1,0,-2.47,-0.17,-1.28,0.26,0.29,0,0,1,Transit,2016.0
Kepler-1532 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,2.37,1.34,0.97,1.31,1637.885,1620.7,-25.89,1.09,0.0201,0.0,0.91,0.88,5559.0,19.7935,41.1982,1,0,-2.41,-0.16,-1.09,0.27,0.29,0,0,1,Transit,2016.0
Kepler-1533 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.21,3.46,0.2,0.69,3.6615300000000004,352.4,-21.3,308.55,0.9776,0.0,1.31,1.51,6431.0,19.7317,44.7134,1,0,-1.42,2.71,-0.14,0.25,0.44,0,0,1,Transit,2016.0
Kepler-1534 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.29,1.89,1.22,2.31,159.5441,905.5,-24.1,5.72,0.0604,0.0,0.9,0.86,5442.0,19.493,43.8691,1,0,-2.3,-0.14,-0.38,0.3,0.27,0,0,1,Transit,2016.0
Kepler-1535 b,Hot,Superterran,gas,metals-rich,non-habitable,3.1,2.54,0.19,0.48,5.009428,381.1,-20.97,138.94,0.5385,0.0,1.08,1.11,6021.0,19.1076,38.892,1,0,-1.59,2.41,-0.64,0.25,0.44,0,0,1,Transit,2016.0
Kepler-1536 b,Cold,Neptunian,gas,metals-rich,non-habitable,6.05,3.14,0.2,0.62,0.1960459,169.5,-17.89,364.76,0.8911,0.0,0.71,0.67,4434.0,19.439,45.7158,1,0,1.46,2.59,0.33,0.25,0.4,0,0,1,Transit,2016.0
Kepler-1537 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.49,1.18,0.92,1.08,651.6837,1287.2,-24.6,1.44,0.0233,0.0,0.81,0.77,5079.0,19.6257,43.8255,1,0,-2.35,-0.17,-1.12,0.28,0.29,0,0,1,Transit,2016.0
Kepler-1538 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.34,2.82,0.19,0.55,2.887813,332.1,-20.59,175.14,0.6186,0.0,1.03,1.03,5837.0,18.8897,45.2745,1,0,-1.32,2.48,-0.41,0.26,0.52,0,0,1,Transit,2016.0
Kepler-1539 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.77,2.7,0.19,0.52,1.775764,294.1,-19.97,133.3,0.4818,0.0,0.84,0.8,5176.0,18.948,44.2685,1,0,-1.05,2.45,-0.4,0.27,0.62,0,0,1,Transit,2016.0
Kepler-1540 b,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,26.25,2.49,1.71,4.25,0.9229549000000001,249.7,-19.07,125.41,0.4434,0.0,0.74,0.69,4540.0,18.8896,41.2017,1,1,-0.59,-0.11,2.25,0.3,0.7,1,0,1,Transit,2016.0
Kepler-1541 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.4,1.15,0.91,1.05,77.42004,755.7,-22.23,8.41,0.0769,0.0,0.86,0.81,5282.0,18.9191,48.0296,1,0,-2.23,-0.17,-0.95,0.29,0.31,0,0,1,Transit,2016.0
Kepler-1542 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.36,0.76,0.81,0.62,367.2571,1115.3,-23.02,3.95,0.0479,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.36,-0.18,-1.33,0.27,0.29,0,0,1,Transit,2016.0
Kepler-1542 c,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.22,0.65,0.78,0.51,556.7078,1237.5,-23.13,2.89,0.0389,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.38,-0.19,-1.41,0.27,0.28,0,0,1,Transit,2016.0
Kepler-1542 d,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.56,0.87,0.84,0.73,210.7516,970.7,-22.72,5.99,0.0632,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.33,-0.18,-1.23,0.27,0.3,0,0,1,Transit,2016.0
Kepler-1542 e,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.36,0.76,0.81,0.62,261.2439,1024.3,-22.65,5.1,0.0568,0.0,0.94,0.99,5564.0,19.0486,42.6545,4,0,-2.34,-0.18,-1.32,0.27,0.29,0,0,1,Transit,2016.0
Kepler-1543 b,Hot,Neptunian,gas,no-atmosphere,non-habitable,3.82,2.71,0.19,0.52,713.3554,1316.7,-26.52,6.97,0.0797,0.0,1.39,1.65,6561.0,19.8083,47.037,1,0,-2.44,2.45,-1.1,0.22,0.22,0,0,1,Transit,2016.0
Kepler-1544 b,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,6.56,1.78,1.16,2.07,0.9021728999999999,248.3,-18.32,168.81,0.5571,0.0,0.81,0.74,4886.0,19.819,49.2125,1,1,-0.53,-0.14,0.63,0.55,0.8,1,0,1,Transit,2016.0
Kepler-1545 b,Warm,Neptunian,gas,metals-rich,non-habitable,3.77,2.7,0.19,0.52,1.3767040000000001,276.0,-19.69,163.69,0.5524,0.0,0.84,0.8,5201.0,19.9266,47.4631,1,1,-0.86,2.45,-0.35,0.28,0.66,0,0,1,Transit,2016.0
Kepler-1546 b,Hot,Neptunian,gas,metals-rich,non-habitable,5.99,3.12,0.2,0.61,39.684940000000005,639.4,-23.68,19.6,0.1398,0.0,0.95,0.93,5623.0,19.8389,41.5412,1,0,-2.16,2.58,-0.67,0.23,0.24,0,0,1,Transit,2016.0
Kepler-1547 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.6,0.9,0.84,0.75,6733.460999999999,2307.8,-26.55,0.69,0.0159,0.0,1.12,1.18,6078.0,18.9176,42.2222,1,0,-2.47,-0.18,-1.4,0.26,0.29,0,0,1,Transit,2016.0
Kepler-1548 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.52,2.64,0.19,0.5,3.7719440000000004,355.0,-20.74,124.83,0.4871,0.0,0.99,0.97,5706.0,19.1647,46.0807,1,0,-1.47,2.43,-0.55,0.26,0.48,0,0,1,Transit,2016.0
Kepler-1549 b,Warm,Neptunian,gas,metals-rich,non-habitable,3.19,2.56,0.19,0.49,1.1240370000000002,262.3,-19.36,214.89,0.6727,0.0,0.88,0.84,5324.0,19.0702,39.0961,1,1,-0.68,2.41,-0.4,0.28,0.69,0,0,1,Transit,2016.0
