pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_teff,st_mass,st_rad
Kepler-600 b,Transit,1,23.67517607,,,,0.259,283.833059,41.978649,624.0,5279.0,0.84,0.81
Kepler-601 b,Transit,1,5.37886844,,,,0.17,282.004612,42.176533,429.0,5160.0,0.85,0.79
Kepler-602 b,Transit,1,15.28469497,,,,0.18600000000000003,296.031983,42.141949,971.0,6062.0,1.08,1.13
Kepler-603 b,Transit,3,21.05358596,,,,0.23600000000000002,294.280982,42.29097,967.0,5808.0,1.01,1.01
Kepler-603 c,Transit,3,127.9075774,,,,0.58,294.280982,42.29097,967.0,5808.0,1.01,1.01
Kepler-603 d,Transit,3,6.2171292,,,,0.11800000000000001,294.280982,42.29097,967.0,5808.0,1.01,1.01
Kepler-604 b,Transit,1,25.85501786,,,,0.231,292.316017,42.626255,981.0,5890.0,1.02,1.03
Kepler-605 b,Transit,2,3.38353807,,,,0.128,287.295436,43.279872999999995,570.0,5462.0,0.91,0.88
Kepler-605 c,Transit,2,2.35895152,,,,0.077,287.295436,43.279872999999995,570.0,5462.0,0.91,0.88
Kepler-606 b,Transit,1,24.31575992,,,,0.295,292.427378,44.381268,1208.0,6161.0,1.13,1.22
Kepler-607 b,Transit,1,0.6381632,,,,0.078,291.057206,44.632381,500.0,5196.0,0.84,0.8
Kepler-608 b,Transit,1,6.41251504,,,,0.325,293.882931,44.638096000000004,926.0,5820.0,1.0,1.01
Kepler-609 b,Transit,1,6.52121067,,,,0.299,292.220313,44.700031,1143.0,5971.0,1.09,1.14
Kepler-61 b,Transit,1,59.87756,,0.25,,0.192,295.304508,42.47529,314.0,4017.0,0.64,0.62
Kepler-610 b,Transit,2,6.99692655,,,,0.374,293.17134300000004,45.065605,1113.0,5943.0,1.1,1.13
Kepler-610 c,Transit,2,151.86392,,,,0.294,293.17134300000004,45.065605,1113.0,5943.0,1.1,1.13
Kepler-611 b,Transit,1,2.4370333,,,,0.147,286.00496200000003,45.480391999999995,906.0,5761.0,1.01,1.01
Kepler-612 b,Transit,1,3.72215641,,,,0.253,291.354639,45.747898,932.0,5693.0,0.98,0.96
Kepler-613 b,Transit,1,15.77979614,,,,0.204,282.786824,46.244991999999996,864.0,5723.0,0.98,0.96
Kepler-614 b,Transit,1,14.03491514,,,,0.213,298.384823,46.276043,571.0,5268.0,0.85,0.81
Kepler-615 b,Transit,1,10.35584657,,,,0.155,282.450603,46.321404,330.0,4655.0,0.73,0.69
Kepler-616 b,Transit,2,9.99761851,,,,0.217,294.989131,46.838328999999995,1019.0,5753.0,0.98,0.97
Kepler-616 c,Transit,2,90.4113556,,,,0.304,294.989131,46.838328999999995,1019.0,5753.0,0.98,0.97
Kepler-617 b,Transit,1,1.68269615,,,,0.11800000000000001,283.74071000000004,47.516293,150.0,3712.0,0.51,0.48
Kepler-618 b,Transit,1,3.59576964,,,,0.23199999999999998,286.249817,48.06094,1115.0,5860.0,1.05,1.08
Kepler-619 b,Transit,2,5.4042722,,,,0.282,290.849058,48.416016,1111.0,5980.0,1.09,1.11
Kepler-619 c,Transit,2,1.20846503,,,,0.151,290.849058,48.416016,1111.0,5980.0,1.09,1.11
Kepler-62 b,Transit,5,5.714932,0.0553,,0.03,0.11699999999999999,283.21274700000004,45.349865,368.0,4925.0,0.69,0.64
Kepler-62 c,Transit,5,12.4417,0.0929,,0.013,0.048,283.21274700000004,45.349865,368.0,4925.0,0.69,0.64
Kepler-62 d,Transit,5,18.16406,0.12,,0.044,0.174,283.21274700000004,45.349865,368.0,4925.0,0.69,0.64
Kepler-62 e,Transit,5,122.3874,0.427,,0.113,0.14400000000000002,283.21274700000004,45.349865,368.0,4925.0,0.69,0.64
Kepler-62 f,Transit,5,267.291,0.718,,0.11,0.126,283.21274700000004,45.349865,368.0,4925.0,0.69,0.64
Kepler-620 b,Transit,1,12.91375431,,,,0.29600000000000004,291.159391,51.334866,1241.0,6155.0,1.15,1.22
Kepler-621 b,Transit,1,2.62811375,,,,0.205,290.927286,39.914145,389.0,4521.0,0.72,0.68
Kepler-622 b,Transit,1,14.28226676,,,,0.19,284.478472,40.93311,259.0,4201.0,0.64,0.61
Kepler-623 b,Transit,1,9.07097734,,,,0.26899999999999996,296.986721,47.47739,811.0,5443.0,0.9,0.86
Kepler-624 b,Transit,1,14.58649607,,,,0.20600000000000002,295.193389,39.539677000000005,731.0,6117.0,1.1,1.18
Kepler-625 b,Transit,2,7.75192492,,,,0.17800000000000002,292.150459,39.637581,502.0,5789.0,1.04,0.96
Kepler-625 c,Transit,2,4.1653651,,,,0.094,292.150459,39.637581,502.0,5789.0,1.04,0.96
Kepler-626 b,Transit,1,14.48585199,,,,0.204,288.698651,39.708288,690.0,5813.0,1.01,1.05
Kepler-627 b,Transit,1,40.6994443,,,,0.33299999999999996,292.104279,39.767914000000005,1143.0,6424.0,1.3,1.49
Kepler-628 b,Transit,1,15.4580567,,,,0.7490000000000001,290.449257,39.854802,579.0,5721.0,1.0,1.28
Kepler-629 b,Transit,1,7.2385854,,,,0.12300000000000001,289.417832,39.945013,383.0,5444.0,0.93,0.84
Kepler-63 b,Transit,1,9.4341505,0.08,0.45,0.378,0.545,289.226179,49.548203,200.0,5576.0,0.98,0.9
Kepler-630 b,Transit,1,161.4743937,,,,0.284,293.427043,39.942437,657.0,5829.0,1.02,1.04
Kepler-631 b,Transit,1,17.97979059,,,,0.259,296.88575699999996,40.228233,843.0,6185.0,1.24,1.33
Kepler-632 b,Transit,1,30.99660733,,,,0.19699999999999998,297.252613,40.288605,349.0,5322.0,0.91,0.84
Kepler-633 b,Transit,1,8.50340718,,,,0.145,295.217437,40.592251,634.0,5899.0,1.02,1.15
Kepler-634 b,Transit,1,5.16950177,,,,0.16899999999999998,291.195065,40.702706,757.0,6075.0,1.03,1.24
Kepler-635 b,Transit,1,23.44971004,,,,0.23600000000000002,289.773247,40.800724,826.0,6174.0,1.33,1.51
Kepler-636 b,Transit,1,16.08066115,,,,0.397,293.59188900000004,41.095161,341.0,5203.0,0.85,0.8
Kepler-637 b,Transit,1,23.20584623,,,,0.424,292.417233,41.416882,1575.0,6096.0,1.64,2.56
Kepler-638 b,Transit,1,6.07972888,,,,0.163,284.919429,41.617195,426.0,5382.0,0.88,0.93
Kepler-639 b,Transit,1,10.21420496,,,,0.212,292.186888,41.727039000000005,680.0,5896.0,1.14,1.29
Kepler-640 b,Transit,1,22.24813967,,,,0.228,296.032191,42.131679999999996,538.0,5653.0,1.01,0.94
Kepler-641 b,Transit,1,9.48961571,,,,0.165,291.82348199999996,42.516216,673.0,5713.0,1.02,1.13
Kepler-642 b,Transit,1,4.41745855,,,,0.259,293.834559,42.624962,1022.0,6570.0,1.4,1.66
Kepler-643 b,Transit,1,16.33889626,,,,0.9059999999999999,290.327325,42.898281,1029.0,4908.0,1.0,2.52
Kepler-644 b,Transit,1,3.1739171,,,,0.281,295.475743,43.493137,1413.0,6747.0,1.49,1.81
Kepler-645 b,Transit,1,3.27582262,,,,0.187,290.322766,44.035809,901.0,6170.0,1.13,1.21
Kepler-646 b,Transit,1,15.87364565,,,,0.17800000000000002,290.471339,44.387085,513.0,5634.0,0.93,0.91
Kepler-647 b,Transit,1,16.2254649,,,,0.10400000000000001,284.788295,44.591675,789.0,6020.0,1.03,1.07
Kepler-648 b,Transit,1,17.4211749,,,,0.287,283.899655,45.016888,665.0,5741.0,1.05,0.98
Kepler-649 b,Transit,1,29.90722674,,,,0.20199999999999999,285.655936,45.079556,525.0,5871.0,0.97,0.94
Kepler-65 b,Transit,3,2.15491,0.035,,,0.127,288.6887,41.151173,291.0,6211.0,1.25,1.41
Kepler-65 c,Transit,3,5.859944,0.068,,,0.23,288.6887,41.151173,291.0,6211.0,1.25,1.41
Kepler-65 d,Transit,3,8.13123,0.084,,,0.136,288.6887,41.151173,291.0,6211.0,1.25,1.41
Kepler-650 b,Transit,1,3.03214559,,,,0.264,289.000875,45.154270000000004,805.0,5849.0,1.08,1.35
Kepler-651 b,Transit,1,21.38521506,,,,0.21100000000000002,287.33279,46.2035,537.0,5522.0,0.92,0.87
Kepler-652 b,Transit,1,4.18200253,,,,0.222,288.00811,46.473557,423.0,5490.0,0.97,0.88
Kepler-653 b,Transit,2,14.70748976,,,,0.174,282.21293,46.717819,593.0,5665.0,1.02,1.19
Kepler-653 c,Transit,2,0.90037648,,,,0.07,282.21293,46.717819,593.0,5665.0,1.02,1.19
Kepler-654 b,Transit,1,13.72465129,,,,0.185,297.068412,46.834278000000005,661.0,5865.0,1.04,1.11
Kepler-655 b,Transit,1,46.4063358,,,,0.242,297.259092,46.843193,783.0,6170.0,1.15,1.24
Kepler-656 b,Transit,1,1.26025909,,,,0.278,288.327899,47.381592,867.0,5281.0,0.86,0.82
Kepler-657 b,Transit,1,24.54350418,,,,0.314,291.19729900000004,47.3078,1244.0,5808.0,1.01,1.01
Kepler-658 b,Transit,1,1.28707676,,,,0.145,282.98379,47.578590000000005,341.0,4103.0,0.63,0.6
Kepler-659 b,Transit,1,17.671796,,,,0.223,287.608202,47.509686,688.0,4870.0,0.79,0.74
Kepler-66 b,Transit,1,17.815815,0.1352,,,0.25,293.981569,46.687748,1107.0,5962.0,1.04,0.97
Kepler-660 b,Transit,1,9.27358194,,,,0.22899999999999998,288.138262,47.724453000000004,564.0,4779.0,0.75,0.71
Kepler-661 b,Transit,1,6.02930132,,,,0.27399999999999997,283.71088100000003,47.86327,558.0,4483.0,0.7,0.67
Kepler-662 b,Transit,1,21.67697486,,,,0.19399999999999998,290.465134,47.92918,641.0,4897.0,0.79,0.74
Kepler-663 b,Transit,1,4.99678284,,,,0.23199999999999998,297.808262,47.946671,1030.0,5264.0,0.86,0.82
Kepler-664 b,Transit,1,2.52559332,,,,0.237,288.754887,48.2262,1386.0,5754.0,1.01,1.02
Kepler-665 b,Transit,1,16.01310205,,,,0.23199999999999998,297.02563,48.478596,651.0,4913.0,0.79,0.74
Kepler-666 b,Transit,1,4.49876092,,,,0.214,298.45684,48.791592,1330.0,5887.0,1.03,1.05
Kepler-667 b,Transit,1,41.43962808,,,,0.42200000000000004,295.555049,49.017342,907.0,5327.0,0.91,0.87
Kepler-668 b,Transit,1,8.35390639,,,,0.24100000000000002,285.49925,49.277347999999996,877.0,5352.0,0.87,0.82
Kepler-669 b,Transit,1,4.12554687,,,,0.431,291.936173,49.253986,1778.0,6038.0,1.15,1.2
Kepler-67 b,Transit,1,15.7259,0.1171,,,0.262,294.15333599999997,46.166438,1107.0,5331.0,0.86,0.78
Kepler-670 b,Transit,1,2.81650485,,,,1.176,297.015468,49.225291999999996,980.0,5709.0,0.99,0.99
Kepler-671 b,Transit,1,4.28095859,,,,0.24,294.265808,49.314091,1139.0,5624.0,0.97,0.95
Kepler-672 b,Transit,1,38.3774623,,,,0.223,291.722008,49.480877,1011.0,5627.0,0.95,0.92
Kepler-673 b,Transit,1,3.72873109,,,,0.583,290.785759,50.054119,978.0,5355.0,0.88,0.84
Kepler-674 b,Transit,1,2.24338185,,,,0.151,285.17621099999997,50.149817999999996,302.0,4192.0,0.6,0.57
Kepler-675 b,Transit,1,2.33743801,,,,0.218,293.833326,50.230354,651.0,4945.0,0.79,0.75
Kepler-676 b,Transit,1,11.59822172,,,,0.271,296.22197,50.287237,243.0,3701.0,0.51,0.49
Kepler-677 b,Transit,1,6.57531678,,,,0.48,290.098067,50.321609,1180.0,5723.0,1.0,0.99
Kepler-678 b,Transit,1,7.27503724,,,,0.45899999999999996,295.45529300000004,50.49456,875.0,5520.0,0.94,0.91
Kepler-679 b,Transit,1,12.39358604,,,,0.26899999999999996,296.021342,50.567783,968.0,5403.0,0.87,0.84
Kepler-68 b,Transit,3,5.39876,,0.0,0.02,0.21,291.032305,49.040271999999995,135.0,5793.0,1.19,1.28
Kepler-68 c,Transit,3,9.60504,,,0.02265,0.08900000000000001,291.032305,49.040271999999995,135.0,5793.0,1.19,1.28
Kepler-68 d,Radial Velocity,3,625.0,,,0.8400700000000001,,291.032305,49.040271999999995,135.0,5793.0,1.19,1.28
Kepler-680 b,Transit,1,3.68992629,,,,0.21600000000000003,291.62241,50.618237,1342.0,5890.0,1.08,1.11
Kepler-681 b,Transit,1,26.39435646,,,,0.275,289.399721,51.250324,666.0,5021.0,0.8,0.76
Kepler-682 b,Transit,1,12.61190667,,,,0.6579999999999999,289.11222200000003,51.737381,951.0,5559.0,0.92,0.89
Kepler-683 b,Transit,1,2.53918318,,,,0.17600000000000002,291.439982,37.905656,976.0,5703.0,0.96,0.95
Kepler-684 b,Transit,1,6.77030201,,,,0.3,290.870517,38.273635,1066.0,5493.0,0.89,0.86
Kepler-685 b,Transit,1,1.6255222,,,,0.9440000000000001,293.87192999999996,38.422948999999996,1145.0,5963.0,1.11,1.16
Kepler-686 b,Transit,1,1.59474546,,,,1.084,285.213807,39.027485,1203.0,5649.0,0.94,0.92
Kepler-687 b,Transit,1,20.50586978,,,,0.314,289.315452,39.153285,628.0,4841.0,0.77,0.73
Kepler-688 b,Transit,1,3.89593684,,,,0.871,294.655242,39.308366,1247.0,5715.0,0.98,0.96
Kepler-689 b,Transit,1,22.36656079,,,,0.258,294.710624,39.521744,1044.0,5518.0,0.91,0.88
Kepler-69 b,Transit,2,13.722341,0.094,0.16,,0.2,293.260938,44.868896,584.0,5638.0,0.81,0.93
Kepler-69 c,Transit,2,242.4613,0.64,0.14,,0.153,293.260938,44.868896,584.0,5638.0,0.81,0.93
Kepler-690 b,Transit,1,7.74809437,,,,0.531,294.489906,39.771446000000005,1653.0,5913.0,1.11,1.16
Kepler-691 b,Transit,1,8.114379,,,,0.18600000000000003,288.812003,40.033398,239.0,3715.0,0.53,0.5
Kepler-692 b,Transit,1,21.81293494,,,,0.27699999999999997,294.77684,40.153738,1000.0,5440.0,0.9,0.86
Kepler-693 b,Transit,1,15.37563332,,,,0.9079999999999999,283.253557,40.358196,1002.0,4881.0,0.76,0.72
Kepler-694 b,Transit,1,6.36584161,,,,0.25,291.14950699999997,40.420518,1023.0,5700.0,0.97,0.95
Kepler-695 b,Transit,1,3.04033042,,,,0.8220000000000001,299.316097,40.822362,620.0,5181.0,0.84,0.8
Kepler-696 b,Transit,1,4.19042557,,,,0.5479999999999999,293.49661000000003,41.137592,1285.0,5903.0,1.06,1.08
Kepler-697 b,Transit,1,3.70987065,,,,0.368,283.86439,41.346458,1091.0,5513.0,0.92,0.88
Kepler-698 b,Transit,1,16.32976218,,,,0.32799999999999996,288.509997,41.301769,1135.0,5612.0,0.94,0.91
Kepler-699 b,Transit,1,27.80756293,,,,1.2590000000000001,296.888201,41.396091,888.0,5330.0,0.81,0.78
Kepler-7 b,Transit,1,4.8854892,0.06067,,0.441,1.6219999999999999,288.581516,41.0898,907.0,5933.0,1.36,1.97
Kepler-700 b,Transit,1,80.8720639,,,,0.534,287.1543,41.565788,1061.0,5692.0,0.98,0.96
Kepler-701 b,Transit,1,10.35533177,,,,0.253,288.99418199999997,41.633278000000004,755.0,5343.0,0.88,0.84
Kepler-702 b,Transit,1,10.52629406,,,,0.818,293.878112,41.661770000000004,892.0,5419.0,0.9,0.86
Kepler-703 b,Transit,1,4.58352176,,,,0.732,299.18686099999996,41.742682,1482.0,6185.0,1.18,1.27
Kepler-704 b,Transit,1,3.76182115,,,,0.233,283.316391,41.83712,1054.0,5616.0,0.97,0.96
Kepler-705 b,Transit,1,56.0560538,,,,0.188,289.508502,41.812107,251.0,3722.0,0.53,0.51
Kepler-706 b,Transit,1,41.40831347,,,,1.175,291.760406,41.944077,810.0,5394.0,0.87,0.84
Kepler-707 b,Transit,1,2.23749275,,,,0.11900000000000001,290.00757000000004,42.116459000000006,626.0,5099.0,0.8,0.76
Kepler-708 b,Transit,1,3.16789194,,,,0.261,293.816466,42.212498,1241.0,5692.0,0.97,0.96
Kepler-709 b,Transit,1,16.08524954,,,,0.261,292.105207,42.380318,668.0,5071.0,0.8,0.77
Kepler-710 b,Transit,1,4.34728553,,,,0.168,291.964161,42.696144,919.0,5611.0,0.94,0.91
Kepler-711 b,Transit,1,23.58914398,,,,0.304,297.460015,42.839923999999996,664.0,5222.0,0.84,0.8
Kepler-712 b,Transit,2,21.02247699,,,,0.304,294.90973399999996,42.935261,944.0,5148.0,0.84,0.78
Kepler-712 c,Transit,2,226.89047,,,,0.433,294.90973399999996,42.935261,944.0,5148.0,0.84,0.78
Kepler-713 b,Transit,1,7.411141,,,,0.221,295.651502,43.029831,1003.0,5785.0,0.98,0.99
Kepler-714 b,Transit,1,8.09888799,,,,0.863,282.699531,43.272743,1460.0,5995.0,1.09,1.12
Kepler-715 b,Transit,1,10.00652995,,,,0.335,283.630767,43.379397999999995,1214.0,5871.0,1.04,1.04
Kepler-716 b,Transit,1,10.37168453,,,,0.259,290.393214,43.363898999999996,675.0,5099.0,0.83,0.78
Kepler-717 b,Transit,1,4.40840023,,,,0.21600000000000003,292.965535,43.34639,1126.0,5485.0,0.88,0.85
Kepler-718 b,Transit,1,2.0523499,,,,1.4769999999999999,299.561877,43.503559,1520.0,6191.0,1.18,1.3
Kepler-719 b,Transit,1,5.00731778,,,,0.76,295.536136,43.884453,1427.0,5777.0,0.99,0.98
Kepler-720 b,Transit,1,4.70832654,,,,0.75,298.635649,44.170944,880.0,5618.0,0.95,0.92
Kepler-721 b,Transit,1,5.39202539,,,,0.23600000000000002,284.430506,44.480534000000006,848.0,5075.0,0.82,0.78
Kepler-722 b,Transit,2,4.09357325,,,,0.235,290.263285,44.55645,1375.0,5863.0,1.03,1.05
Kepler-722 c,Transit,2,105.144749,,,,0.252,290.263285,44.55645,1375.0,5863.0,1.03,1.05
Kepler-723 b,Transit,1,4.08227507,,,,1.088,284.830468,44.658142,965.0,5539.0,0.92,0.89
Kepler-724 b,Transit,1,3.31494634,,,,0.294,293.454838,44.792797,862.0,5437.0,0.9,0.86
Kepler-725 b,Transit,1,39.64317811,,,,0.948,283.977492,44.811562,778.0,5363.0,0.88,0.84
Kepler-726 b,Transit,1,21.80451088,,,,0.29100000000000004,291.717311,44.887306,838.0,5452.0,0.88,0.85
Kepler-727 b,Transit,1,5.15448442,,,,0.226,294.846908,45.034416,892.0,5441.0,0.89,0.86
Kepler-728 b,Transit,1,5.74347727,,,,0.298,291.092356,45.115528000000005,1236.0,5660.0,0.95,0.93
Kepler-729 b,Transit,1,3.16635371,,,,0.319,286.360112,45.414295,1271.0,5633.0,0.94,0.91
Kepler-730 b,Transit,2,6.49168281,0.0694,,,1.1,285.554804,45.578857,2020.2,5620.0,1.05,1.41
Kepler-730 c,Transit,2,2.85188338,0.03997,,,0.14,285.554804,45.578857,2020.2,5620.0,1.05,1.41
Kepler-731 b,Transit,1,3.85560355,,,,1.238,296.39317400000004,45.568558,1311.0,5849.0,1.03,1.06
Kepler-732 b,Transit,2,9.46781405,,,,0.19399999999999998,283.732021,45.958771,150.0,3631.0,0.49,0.46
Kepler-732 c,Transit,2,0.89304124,,,,0.113,283.732021,45.958771,150.0,3631.0,0.49,0.46
Kepler-733 b,Transit,1,20.83424726,,,,0.252,293.018285,45.914691999999995,980.0,5418.0,0.9,0.86
Kepler-734 b,Transit,1,6.10485286,,,,0.318,297.045638,46.027363,553.0,5326.0,0.85,0.78
Kepler-735 b,Transit,1,11.51516988,,,,0.263,284.688884,46.172249,790.0,5107.0,0.85,0.8
Kepler-736 b,Transit,1,3.60147201,,,,0.261,285.391321,46.180939,1007.0,5217.0,0.86,0.81
Kepler-737 b,Transit,1,28.59915399,,,,0.175,291.86284700000004,46.429256,195.0,3813.0,0.51,0.48
Kepler-738 b,Transit,1,24.58721573,,,,0.223,287.569664,46.567859000000006,992.0,5327.0,0.86,0.82
Kepler-739 b,Transit,1,12.53248465,,,,0.29600000000000004,290.067985,46.57914,1128.0,5601.0,0.93,0.9
Kepler-74 b,Transit,1,7.340711,0.0781,0.0,0.63,0.96,293.092525,41.355523,1330.0,6000.0,1.18,1.12
Kepler-740 b,Transit,1,3.58410122,,,,0.408,286.482254,46.692451,1262.0,5438.0,0.91,0.87
Kepler-741 b,Transit,1,7.03902374,,,,0.265,289.43170299999997,46.617531,1530.0,6129.0,1.16,1.24
Kepler-742 b,Transit,1,8.36086824,,,,0.289,283.866019,46.789589,499.0,4642.0,0.76,0.71
Kepler-743 b,Transit,1,3.17926292,,,,0.10800000000000001,295.57416800000004,42.806436,258.0,5486.0,0.94,0.85
Kepler-744 b,Transit,1,12.06222443,,,,0.145,296.496136,47.182865,486.0,5594.0,0.94,0.93
Kepler-745 b,Transit,1,9.93143556,,,,0.193,291.49942999999996,37.059283,1199.0,5849.0,1.04,1.04
Kepler-746 b,Transit,1,3.48159251,,,,0.099,290.682243,37.355117,450.0,5418.0,0.91,0.93
Kepler-747 b,Transit,1,35.61760587,,,,0.47,288.416503,41.029804,855.0,5096.0,0.82,0.78
Kepler-748 b,Transit,1,7.40742793,,,,0.225,292.262899,37.236992,1271.0,5934.0,1.07,1.1
Kepler-749 b,Transit,1,17.31716585,,,,0.27699999999999997,299.89723,43.903908,753.0,5009.0,0.79,0.75
Kepler-75 b,Transit,1,8.8849116,0.0818,0.57,10.1,1.05,291.13759300000004,36.577386,1140.0,5200.0,0.91,0.89
Kepler-750 b,Transit,2,9.42887179,,,,0.27399999999999997,289.096874,44.004379,1181.0,6160.0,1.15,1.23
Kepler-750 c,Transit,2,4.08899022,,,,0.145,289.096874,44.004379,1181.0,6160.0,1.15,1.23
Kepler-751 b,Transit,1,17.44490636,,,,0.21899999999999997,294.843831,44.077686,748.0,5387.0,0.87,0.84
Kepler-752 b,Transit,1,18.82747265,,,,0.251,292.268128,37.955653999999996,1075.0,5373.0,0.87,0.83
Kepler-753 b,Transit,1,5.74772501,,,,0.17,291.903273,37.902288,278.0,4346.0,0.68,0.65
Kepler-754 b,Transit,1,14.5596237,,,,0.179,293.254104,37.846191999999995,1192.0,5935.0,1.06,1.08
Kepler-755 b,Transit,2,1.26909037,,,,0.157,296.860998,41.097338,368.0,5043.0,0.82,0.77
Kepler-755 c,Transit,2,2.85313364,,,,0.11199999999999999,296.860998,41.097338,368.0,5043.0,0.82,0.77
Kepler-756 b,Transit,1,1.22486632,,,,0.1,290.607939,41.201093,852.0,5282.0,0.82,0.79
Kepler-757 b,Transit,1,1.02267882,,,,0.121,296.680438,41.386515,1016.0,6014.0,1.08,1.13
Kepler-758 b,Transit,4,12.1097104,,,,0.221,293.084606,41.135436,1353.0,6228.0,1.16,1.42
Kepler-758 c,Transit,4,4.75793986,,,,0.151,293.084606,41.135436,1353.0,6228.0,1.16,1.42
Kepler-758 d,Transit,4,20.4966197,,,,0.18899999999999997,293.084606,41.135436,1353.0,6228.0,1.16,1.42
Kepler-758 e,Transit,4,8.1934719,,,,0.136,293.084606,41.135436,1353.0,6228.0,1.16,1.42
Kepler-759 b,Transit,1,41.805985,,,,0.203,290.13150099999996,41.381498,892.0,5860.0,1.04,1.04
Kepler-76 b,Orbital Brightness Modulation,1,1.5449298,0.0274,,2.01,1.36,294.192118,39.619003,844.0,6409.0,1.2,1.32
Kepler-760 b,Transit,2,8.70419416,,,,0.273,287.593209,44.179417,782.0,5322.0,0.89,0.85
Kepler-760 c,Transit,2,2.46697439,,,,0.132,287.593209,44.179417,782.0,5322.0,0.89,0.85
Kepler-761 b,Transit,1,10.12804789,,,,0.18100000000000002,290.503604,44.143581,867.0,5706.0,0.95,0.93
Kepler-762 b,Transit,1,3.7705521,,,,1.131,291.27563399999997,47.329491,1465.0,5944.0,1.06,1.08
Kepler-763 b,Transit,1,1.19655156,,,,0.109,292.144477,47.157352,902.0,5166.0,0.84,0.8
Kepler-764 b,Transit,1,7.33683936,,,,0.146,297.393183,47.164627,1013.0,5557.0,0.92,0.89
Kepler-765 b,Transit,1,27.6655226,,,,0.217,283.184612,47.15567,1000.0,5901.0,1.05,1.06
Kepler-766 b,Transit,1,6.10027804,,,,0.302,293.184531,37.969851,1614.0,5992.0,1.1,1.15
Kepler-767 b,Transit,1,161.5280101,,,,0.5920000000000001,291.579173,38.035828,1185.0,5694.0,0.96,0.94
Kepler-768 b,Transit,1,11.3910025,,,,0.16,294.115656,38.393485,795.0,5108.0,0.82,0.78
Kepler-769 b,Transit,2,7.42608998,,,,0.261,292.713101,38.358213,1362.0,6186.0,1.19,1.28
Kepler-769 c,Transit,2,15.9870174,,,,0.16,292.713101,38.358213,1362.0,6186.0,1.19,1.28
Kepler-77 b,Transit,1,3.57878087,0.04501,0.0,0.43,0.96,289.607956,44.345425,570.0,5520.0,0.95,0.99
Kepler-770 b,Transit,3,18.92540274,,,,0.205,286.49042799999995,38.374907,761.0,5598.0,0.94,0.92
Kepler-770 c,Transit,3,1.47532231,,,,0.107,286.49042799999995,38.374907,761.0,5598.0,0.94,0.92
Kepler-770 d,Transit,3,4.15244722,,,,0.125,286.49042799999995,38.374907,761.0,5598.0,0.94,0.92
Kepler-771 b,Transit,1,8.73485836,,,,0.162,287.44409,38.088431,1000.0,5906.0,1.03,1.05
Kepler-772 b,Transit,1,12.99207337,,,,0.162,291.423583,38.216590999999994,689.0,5714.0,0.98,1.11
Kepler-773 b,Transit,1,3.74910006,,,,0.128,290.884667,38.057567,528.0,5850.0,1.04,1.01
Kepler-774 b,Transit,1,11.0895723,,,,0.28300000000000003,291.03193,38.211956,1190.0,6403.0,1.57,2.42
Kepler-775 b,Transit,1,0.97486893,,,,0.106,291.43329700000004,41.703438,400.0,5468.0,0.92,0.84
Kepler-776 b,Transit,1,4.89718784,,,,0.114,287.27263999999997,41.635559,727.0,5071.0,0.83,0.78
Kepler-777 b,Transit,1,5.72812599,,,,0.131,282.724059,44.346478000000005,383.0,4043.0,0.58,0.56
Kepler-778 b,Transit,1,3.75574426,,,,0.15,287.477437,44.237514000000004,899.0,5102.0,0.81,0.77
Kepler-779 b,Transit,1,7.09714223,,,,0.08199999999999999,285.628532,44.310889,224.0,3804.0,0.46,0.44
Kepler-78 b,Transit,1,0.35500744,,,0.01,0.1,293.74169,44.44833,124.36,5089.0,0.84,0.75
Kepler-780 b,Transit,1,0.67737516,,,,0.079,281.766389,44.292549,520.0,5769.0,1.01,1.02
Kepler-781 b,Transit,1,13.2140732,,,,0.258,287.653619,47.414811,1036.0,5162.0,0.81,0.78
Kepler-782 b,Transit,1,158.6853308,,,,0.28600000000000003,288.868231,47.759434000000006,412.0,5867.0,0.98,1.01
Kepler-783 b,Transit,1,4.29264638,,,,0.07,291.062936,47.484803,544.0,5521.0,0.93,0.89
Kepler-784 b,Transit,1,31.5922646,,,,0.141,295.920663,47.448615999999994,604.0,5674.0,1.0,1.32
Kepler-785 b,Transit,1,1.97376093,,,,1.162,292.068304,38.842261,666.0,4739.0,0.77,0.71
Kepler-786 b,Transit,1,53.5293487,,,,0.217,293.743938,38.939276,512.0,4838.0,0.81,0.74
Kepler-787 b,Transit,1,0.9283105,,,,0.114,291.69246499999997,38.572907,468.0,4248.0,0.65,0.62
Kepler-788 b,Transit,1,8.39846269,,,,0.22699999999999998,290.00041400000003,38.539892,1649.0,6159.0,1.16,1.23
Kepler-789 b,Transit,1,8.63847725,,,,0.18899999999999997,295.975153,38.946652,915.0,5870.0,1.01,1.02
Kepler-79 b,Transit,4,13.4845,0.117,0.015,0.0343,0.31,300.517131,44.38158,995.0,6174.0,1.17,1.3
Kepler-79 c,Transit,4,27.4029,0.187,0.03,0.019,0.332,300.517131,44.38158,995.0,6174.0,1.17,1.3
Kepler-79 d,Transit,4,52.0902,0.287,0.025,0.019,0.639,300.517131,44.38158,995.0,6174.0,1.17,1.3
Kepler-79 e,Transit,4,81.0659,0.386,0.012,0.013,0.311,300.517131,44.38158,995.0,6174.0,1.17,1.3
