P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Ts Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Name,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Age (Gyrs),S. Distance (pc),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
Kepler-352 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.53,0.86,0.83,0.72,0.79,        55.75179,696.2,726.7,0.4,-21.24,1.64,10.06,0.085,0.0,0.09,Kepler-352,Cyg,K,0.79,0.78,5212.0,0.402807,,,19.9931,46.052,2,0,0.49200000000000005,1.18,-2.18,-0.18,-1.15,0.29,0.32,0,0,1,Primary Transit,      2014.00
Kepler-352 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,        28.92895,590.9,627.1,1.7,-21.32,2.36,16.33,0.118,0.0,0.12,Kepler-352,Cyg,K,0.79,0.78,5212.0,0.402807,,,19.9931,46.052,2,0,0.49200000000000005,1.18,-2.09,-0.16,-0.77,0.31,0.34,0,0,1,Primary Transit,      2014.00
Kepler-353 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,        20.01169,538.8,569.8,0.5,-20.18,1.68,5.8,0.051,0.0,0.05,Kepler-353,Cyg,K,0.54,0.5,3903.0,0.05205,,,19.7904,41.7582,2,0,0.185,0.47200000000000003,-1.94,-0.18,-1.05,0.31,0.36,0,0,1,Primary Transit,      2014.00
Kepler-353 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.58,1.38,0.99,1.36,1.37,        12.31962,477.3,515.3,2.5,-20.61,2.62,8.41,0.065,0.0,0.07,Kepler-353,Cyg,K,0.54,0.5,3903.0,0.05205,,,19.7904,41.7582,2,0,0.185,0.47200000000000003,-1.84,-0.16,-0.52,0.34,0.39,0,0,1,Primary Transit,      2014.00
Kepler-354 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2.0,        64.46387,721.9,765.2,8.8,-23.05,3.49,5.48,0.054,0.0,0.05,Kepler-354,Lyr,K,0.65,0.67,4648.0,0.187977,,,19.0501,41.3356,3,0,0.345,0.846,-2.16,-0.14,-0.29,0.31,0.28,0,0,1,Primary Transit,      2014.00
Kepler-354 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,        14.21374,494.7,531.8,2.1,-20.66,2.49,16.93,0.115,0.0,0.12,Kepler-354,Lyr,K,0.65,0.67,4648.0,0.187977,,,19.0501,41.3356,3,0,0.345,0.846,-1.92,-0.16,-0.61,0.33,0.38,0,0,1,Primary Transit,      2014.00
Kepler-354 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,        8.818572,439.0,475.3,1.7,-20.02,2.36,24.21,0.146,0.0,0.15,Kepler-354,Lyr,K,0.65,0.67,4648.0,0.187977,,,19.0501,41.3356,3,0,0.345,0.846,-1.79,-0.16,-0.62,0.34,0.43,0,0,1,Primary Transit,      2014.00
Kepler-355 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,        144.3893,883.1,922.1,3.2,-23.42,2.77,11.03,0.102,0.0,0.1,Kepler-355,Lyr,F,1.05,1.07,6184.0,1.502226,,,19.0533,42.8118,2,0,0.897,2.094,-2.33,-0.16,-0.77,0.29,0.29,0,0,1,Primary Transit,      2014.00
Kepler-355 c,Hot,Neptunian,gas,metals-rich,non-habitable,3.82,2.71,0.19,0.52,1.19,        46.88449,666.7,,0.7,-23.55,5.15,25.76,0.179,0.0,0.18,Kepler-355,Lyr,F,1.05,1.07,6184.0,1.502226,,,19.0533,42.8118,2,0,0.897,2.094,-2.2,2.45,-0.84,0.23,0.25,0,0,1,Primary Transit,      2014.00
Kepler-356 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.09,1.57,1.06,1.66,1.62,        691.0911,1306.3,1346.5,4.3,-25.29,2.98,4.61,0.057,0.0,0.06,Kepler-356,Cyg,F,0.97,1.33,6133.0,2.245355,,,19.4947,37.6828,2,0,1.101,2.571,-2.42,-0.15,-0.87,0.28,0.28,0,0,1,Primary Transit,      2014.00
Kepler-356 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.88,1.8,1.17,2.12,1.95,        169.7811,919.6,962.6,8.1,-24.06,3.43,13.12,0.115,0.0,0.12,Kepler-356,Cyg,F,0.97,1.33,6133.0,2.245355,,,19.4947,37.6828,2,0,1.101,2.571,-2.34,-0.14,-0.48,0.29,0.27,0,0,1,Primary Transit,      2014.00
Kepler-357 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,7.38,1.84,1.19,2.19,2.0,        100.1631,806.0,849.3,8.8,-23.53,3.49,6.48,0.063,0.0,0.06,Kepler-357,Cyg,K,0.78,0.83,5036.0,0.397547,,,19.4162,44.0087,3,0,0.493,1.19,-2.23,-0.14,-0.36,0.31,0.28,0,0,1,Primary Transit,      2014.00
Kepler-357 c,Hot,Neptunian,gas,metals-rich,non-habitable,3.62,2.67,0.19,0.51,1.16,        27.60746,584.0,,0.7,-22.93,5.07,16.86,0.12,0.0,0.12,Kepler-357,Cyg,K,0.78,0.83,5036.0,0.397547,,,19.4162,44.0087,3,0,0.493,1.19,-2.07,2.44,-0.8,0.23,0.27,0,0,1,Primary Transit,      2014.00
Kepler-357 d,Hot,Neptunian,gas,metals-rich,non-habitable,7.97,3.43,0.2,0.68,1.52,        6.569293,407.9,,1.6,-21.91,6.52,49.5,0.246,0.0,0.25,Kepler-357,Cyg,K,0.78,0.83,5036.0,0.397547,,,19.4162,44.0087,3,0,0.493,1.19,-1.71,2.7,-0.27,0.24,0.35,0,0,1,Primary Transit,      2014.00
Kepler-358 b,Hot,Neptunian,gas,metals-rich,non-habitable,3.87,2.72,0.19,0.52,1.19,        22.36971,554.1,,0.7,-22.75,5.17,34.06,0.21,0.0,0.21,Kepler-358,Cyg,G,0.95,0.95,5908.0,0.986504,,,19.5487,48.2814,2,0,0.74,1.7369999999999999,-2.06,2.45,-0.75,0.23,0.28,0,0,1,Primary Transit,      2014.00
Kepler-358 c,Hot,Neptunian,gas,metals-rich,non-habitable,4.45,2.84,0.19,0.55,1.25,        6.795931,411.3,,0.9,-21.55,5.41,83.49,0.381,0.0,0.38,Kepler-358,Cyg,G,0.95,0.95,5908.0,0.986504,,,19.5487,48.2814,2,0,0.74,1.7369999999999999,-1.72,2.49,-0.54,0.25,0.37,0,0,1,Primary Transit,      2014.00
Kepler-359 b,Hot,Neptunian,gas,metals-rich,non-habitable,8.7,3.53,0.2,0.7,1.57,        51.27043,681.7,,1.7,-24.22,6.71,25.56,0.178,0.0,0.18,Kepler-359,Cyg,F,1.07,1.09,6248.0,1.624452,,,19.5529,42.1964,3,0,0.93,2.167,-2.21,2.74,-0.57,0.22,0.21,0,0,1,Primary Transit,      2014.00
Kepler-359 c,Hot,Neptunian,gas,metals-rich,non-habitable,15.83,4.3,0.2,0.86,1.92,        17.23575,519.1,,3.2,-23.46,8.18,57.69,0.307,0.0,0.31,Kepler-359,Cyg,F,1.07,1.09,6248.0,1.624452,,,19.5529,42.1964,3,0,0.93,2.167,-2.01,3.08,-0.1,0.21,0.23,0,0,1,Primary Transit,      2014.00
Kepler-359 d,Hot,Neptunian,gas,metals-rich,non-habitable,12.83,4.01,0.2,0.8,1.79,        11.73873,471.6,,2.6,-22.89,7.63,77.1,0.372,0.0,0.37,Kepler-359,Cyg,F,1.07,1.09,6248.0,1.624452,,,19.5529,42.1964,3,0,0.93,2.167,-1.9,2.95,-0.14,0.22,0.27,0,0,1,Primary Transit,      2014.00
Kepler-360 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.89,1.65,1.1,1.8,1.72,        699.0028,1310.0,1351.2,5.4,-25.41,3.13,3.29,0.044,0.0,0.04,Kepler-360,Lyr,F,0.95,1.06,6053.0,1.353269,,,19.0856,44.7816,2,0,0.8590000000000001,2.009,-2.42,-0.15,-0.81,0.28,0.27,0,0,1,Primary Transit,      2014.00
Kepler-360 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.42,2.09,1.35,2.83,2.43,        240.5812,1003.4,1049.4,16.8,-24.77,3.98,7.19,0.075,0.0,0.07,Kepler-360,Lyr,F,0.95,1.06,6053.0,1.353269,,,19.0856,44.7816,2,0,0.8590000000000001,2.009,-2.36,-0.13,-0.24,0.3,0.26,0,0,1,Primary Transit,      2014.00
Kepler-361 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,        315.4726,1073.7,1112.5,3.1,-24.25,2.75,8.49,0.086,0.0,0.09,Kepler-361,Cyg,F,1.07,1.34,6169.0,2.3332349999999997,,,19.7869,46.7412,2,0,1.119,2.613,-2.38,-0.16,-0.87,0.28,0.29,0,0,1,Primary Transit,      2014.00
Kepler-361 c,Hot,Superterran,gas,metals-rich,non-habitable,3.02,2.52,0.19,0.48,1.09,        25.92483,574.9,,0.6,-22.74,4.79,55.19,0.3,0.0,0.3,Kepler-361,Cyg,F,1.07,1.34,6169.0,2.3332349999999997,,,19.7869,46.7412,2,0,1.119,2.613,-2.1,2.4,-0.85,0.23,0.28,0,0,1,Primary Transit,      2014.00
Kepler-362 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.58,0.88,0.84,0.74,0.81,        68.96526,734.2,765.1,0.5,-21.53,1.68,10.33,0.087,0.0,0.09,Kepler-362,Cyg,G,0.77,0.72,5788.0,0.521998,,,19.4514,47.5299,2,0,0.542,1.276,-2.24,-0.18,-1.15,0.28,0.31,0,0,1,Primary Transit,      2014.00
Kepler-362 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,        12.18227,476.0,514.8,3.1,-20.7,2.75,37.87,0.207,0.0,0.21,Kepler-362,Cyg,G,0.77,0.72,5788.0,0.521998,,,19.4514,47.5299,2,0,0.542,1.276,-1.91,-0.16,-0.44,0.34,0.39,0,0,1,Primary Transit,      2014.00
Kepler-363 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.4,1.15,0.91,1.05,1.1,        845.9782,1374.0,1409.0,1.3,-24.84,2.19,3.61,0.048,0.0,0.05,Kepler-363,Lyr,G,1.23,1.49,5593.0,1.949134,,,18.8795,41.3054,3,0,1.0590000000000002,2.509,-2.4,-0.17,-1.15,0.27,0.29,0,0,1,Primary Transit,      2014.00
Kepler-363 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,1.79,        312.3111,1071.0,1112.7,6.0,-24.59,3.21,7.54,0.079,0.0,0.08,Kepler-363,Lyr,G,1.23,1.49,5593.0,1.949134,,,18.8795,41.3054,3,0,1.0590000000000002,2.509,-2.35,-0.15,-0.67,0.29,0.27,0,0,1,Primary Transit,      2014.00
Kepler-363 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.37,2.05,1.32,2.71,2.36,        170.2449,920.3,965.9,15.0,-24.34,3.9,11.93,0.107,0.0,0.11,Kepler-363,Lyr,G,1.23,1.49,5593.0,1.949134,,,18.8795,41.3054,3,0,1.0590000000000002,2.509,-2.31,-0.13,-0.23,0.3,0.26,0,0,1,Primary Transit,      2014.00
Kepler-364 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.88,1.55,1.05,1.63,1.59,        64.57522,722.2,762.2,4.1,-22.67,2.94,25.75,0.178,0.0,0.18,Kepler-364,Lyr,F,1.2,1.28,6108.0,2.046001,,,18.7713,47.3987,2,0,1.052,2.459,-2.24,-0.15,-0.59,0.3,0.3,0,0,1,Primary Transit,      2014.00
Kepler-364 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,13.85,2.15,1.39,2.99,2.54,        21.01826,545.5,592.2,19.3,-22.17,4.09,59.98,0.312,0.0,0.31,Kepler-364,Lyr,F,1.2,1.28,6108.0,2.046001,,,18.7713,47.3987,2,0,1.052,2.459,-2.05,-0.13,0.37,0.32,0.31,0,0,1,Primary Transit,      2014.00
Kepler-365 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.12,2.04,1.31,2.68,2.34,        134.5526,867.7,913.2,14.6,-24.08,3.87,10.66,0.098,0.0,0.1,Kepler-365,Cyg,F,0.99,1.05,6012.0,1.292244,,,19.7084,49.1304,2,0,0.841,1.97,-2.32,-0.13,-0.2,0.3,0.26,0,0,1,Primary Transit,      2014.00
Kepler-365 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.77,1.64,1.09,1.78,1.71,        68.84990,733.9,774.9,5.2,-22.86,3.11,17.78,0.137,0.0,0.14,Kepler-365,Cyg,F,0.99,1.05,6012.0,1.292244,,,19.7084,49.1304,2,0,0.841,1.97,-2.25,-0.15,-0.51,0.3,0.29,0,0,1,Primary Transit,      2014.00
Kepler-366 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.14,1.46,1.02,1.48,1.47,        725.9891,1322.4,1361.4,3.2,-25.18,2.77,3.28,0.045,0.0,0.04,Kepler-366,Cyg,F,1.05,1.05,6209.0,1.470128,,,19.7901,49.0844,2,0,0.8859999999999999,2.068,-2.42,-0.16,-0.95,0.28,0.28,0,0,1,Primary Transit,      2014.00
Kepler-366 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,        121.4982,845.8,888.7,7.8,-23.68,3.41,12.52,0.11,0.0,0.11,Kepler-366,Cyg,F,1.05,1.05,6209.0,1.470128,,,19.7901,49.0844,2,0,0.8859999999999999,2.068,-2.31,-0.14,-0.44,0.3,0.28,0,0,1,Primary Transit,      2014.00
Kepler-367 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.1,1.3,0.96,1.25,1.27,        5.203308,384.8,421.8,2.0,-19.54,2.47,37.82,0.201,0.0,0.2,Kepler-367,Cyg,K,0.75,0.69,4710.0,0.21021900000000002,,,19.8195,49.9816,2,0,0.364,0.89,-1.62,-0.16,-0.48,0.37,0.51,0,0,1,Primary Transit,      2014.00
Kepler-367 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.59,1.2,0.93,1.11,1.15,        3.284207,343.0,378.6,1.5,-18.87,2.28,53.58,0.253,0.0,0.25,Kepler-367,Cyg,K,0.75,0.69,4710.0,0.21021900000000002,,,19.8195,49.9816,2,0,0.364,0.89,-1.42,-0.17,-0.53,0.4,0.62,0,0,1,Primary Transit,      2014.00
Kepler-368 b,Hot,Neptunian,gas,metals-rich,non-habitable,6.82,3.26,0.2,0.64,1.45,        96.97260,799.5,,1.3,-24.74,6.2,26.85,0.186,0.0,0.19,Kepler-368,Cyg,G,0.71,2.02,5502.0,3.354864,,,19.4587,45.3879,2,0,1.3969999999999998,3.318,-2.26,2.63,-0.74,0.22,0.21,0,0,1,Primary Transit,      2014.00
Kepler-368 c,Hot,Neptunian,gas,metals-rich,non-habitable,11.57,3.88,0.2,0.77,1.73,        25.88630,574.7,,2.3,-23.68,7.37,72.38,0.36,0.0,0.36,Kepler-368,Cyg,G,0.71,2.02,5502.0,3.354864,,,19.4587,45.3879,2,0,1.3969999999999998,3.318,-2.08,2.89,-0.34,0.22,0.22,0,0,1,Primary Transit,      2014.00
Kepler-369 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.31,1.13,0.91,1.02,1.08,        36.61884,626.7,661.4,1.2,-21.37,2.15,2.73,0.03,0.0,0.03,Kepler-369,Cyg,M,0.54,0.47,3591.0,0.032957,,,19.5783,47.9085,2,0,0.14800000000000002,0.38299999999999995,-2.01,-0.17,-0.9,0.31,0.33,0,0,1,Primary Transit,      2014.00
Kepler-369 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.81,1.41,1.0,1.41,1.41,        3.729850,354.1,392.5,2.8,-19.36,2.68,14.87,0.094,0.0,0.09,Kepler-369,Cyg,M,0.54,0.47,3591.0,0.032957,,,19.5783,47.9085,2,0,0.14800000000000002,0.38299999999999995,-1.46,-0.16,-0.28,0.4,0.57,0,0,1,Primary Transit,      2014.00
Kepler-370 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.31,1.59,1.07,1.7,1.65,        292.2838,1053.4,1094.0,4.6,-24.38,3.02,4.58,0.054,0.0,0.05,Kepler-370,Cyg,G,0.94,0.9,5852.0,0.852299,,,19.4781,40.9163,2,0,0.69,1.6219999999999999,-2.36,-0.15,-0.75,0.29,0.28,0,0,1,Primary Transit,      2014.00
Kepler-370 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.48,1.9,1.23,2.34,2.11,        43.48466,654.2,698.3,10.4,-22.69,3.62,19.02,0.14,0.0,0.14,Kepler-370,Cyg,G,0.94,0.9,5852.0,0.852299,,,19.4781,40.9163,2,0,0.69,1.6219999999999999,-2.18,-0.14,-0.13,0.31,0.29,0,0,1,Primary Transit,      2014.00
Kepler-371 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,8.29,1.89,1.22,2.31,2.09,        22.65722,555.8,599.7,10.1,-21.97,3.6,34.76,0.2,0.0,0.2,Kepler-371,Cyg,G,0.94,0.99,5666.0,0.9062889999999999,,,19.4884,38.6576,2,0,0.7190000000000001,1.7,-2.06,-0.14,-0.01,0.33,0.32,0,0,1,Primary Transit,      2014.00
Kepler-371 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.56,1.78,1.16,2.07,1.92,        9.250771,444.3,487.0,7.6,-20.86,3.38,67.97,0.313,0.0,0.31,Kepler-371,Cyg,G,0.94,0.99,5666.0,0.9062889999999999,,,19.4884,38.6576,2,0,0.7190000000000001,1.7,-1.83,-0.14,0.03,0.35,0.4,0,0,1,Primary Transit,      2014.00
Kepler-372 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.44,1.36,0.98,1.33,1.34,        372.0780,1118.9,1156.6,2.4,-24.29,2.58,6.85,0.075,0.0,0.07,Kepler-372,Cyg,F,1.15,1.14,6509.0,2.092939,,,19.4171,49.259,3,0,1.0390000000000001,2.411,-2.4,-0.16,-0.95,0.28,0.29,0,0,1,Primary Transit,      2014.00
Kepler-372 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,12.15,2.08,1.34,2.8,2.41,        88.25008,780.9,826.8,16.3,-23.66,3.96,20.05,0.154,0.0,0.15,Kepler-372,Cyg,F,1.15,1.14,6509.0,2.092939,,,19.4171,49.259,3,0,1.0390000000000001,2.411,-2.29,-0.13,-0.06,0.3,0.27,0,0,1,Primary Transit,      2014.00
Kepler-372 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.4,1.69,1.12,1.89,1.79,        51.80414,683.5,725.2,6.0,-22.63,3.21,30.09,0.201,0.0,0.2,Kepler-372,Cyg,F,1.15,1.14,6509.0,2.092939,,,19.4171,49.259,3,0,1.0390000000000001,2.411,-2.22,-0.15,-0.41,0.31,0.3,0,0,1,Primary Transit,      2014.00
Kepler-373 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.44,1.36,0.98,1.33,1.34,        197.2240,954.7,992.5,2.4,-23.6,2.58,5.54,0.06,0.0,0.06,Kepler-373,Cyg,G,0.87,0.84,5787.0,0.710006,,,19.2925,50.5971,2,0,0.632,1.489,-2.34,-0.16,-0.89,0.29,0.29,0,0,1,Primary Transit,      2014.00
Kepler-373 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.81,1.24,0.94,1.17,1.21,        44.72199,658.8,695.1,1.7,-21.79,2.36,16.73,0.126,0.0,0.13,Kepler-373,Cyg,G,0.87,0.84,5787.0,0.710006,,,19.2925,50.5971,2,0,0.632,1.489,-2.18,-0.16,-0.82,0.3,0.32,0,0,1,Primary Transit,      2014.00
Kepler-374 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,1.03,0.88,0.9,0.96,        1127.482,1476.3,1509.5,0.8,-24.91,1.96,1.9,0.029,0.0,0.03,Kepler-374,Cyg,G,0.84,0.91,5977.0,0.948212,,,19.6092,42.3705,3,0,0.722,1.693,-2.43,-0.17,-1.24,0.27,0.29,0,0,1,Primary Transit,      2014.00
Kepler-374 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.18,1.1,0.9,0.98,1.04,        537.5354,1226.7,1261.0,1.1,-24.24,2.09,3.28,0.042,0.0,0.04,Kepler-374,Cyg,G,0.84,0.91,5977.0,0.948212,,,19.6092,42.3705,3,0,0.722,1.693,-2.4,-0.17,-1.16,0.27,0.29,0,0,1,Primary Transit,      2014.00
Kepler-374 d,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.17,1.31,0.96,1.26,1.29,        302.3637,1062.4,1099.5,2.1,-23.99,2.49,5.03,0.056,0.0,0.06,Kepler-374,Cyg,G,0.84,0.91,5977.0,0.948212,,,19.6092,42.3705,3,0,0.722,1.693,-2.37,-0.16,-0.97,0.28,0.29,0,0,1,Primary Transit,      2014.00
Kepler-375 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,3.05,1.44,1.01,1.46,1.45,        71.49696,740.8,779.7,3.1,-22.63,2.75,12.13,0.101,0.0,0.1,Kepler-375,Cyg,G,0.89,0.84,5826.0,0.72934,,,19.2412,48.0984,2,0,0.639,1.504,-2.24,-0.16,-0.7,0.3,0.3,0,0,1,Primary Transit,      2014.00
Kepler-375 c,Hot,Neptunian,gas,metals-rich,non-habitable,3.52,2.64,0.19,0.5,1.15,        36.68530,627.0,,0.7,-23.22,5.02,19.99,0.141,0.0,0.14,Kepler-375,Cyg,G,0.89,0.84,5826.0,0.72934,,,19.2412,48.0984,2,0,0.639,1.504,-2.15,2.43,-0.84,0.23,0.26,0,0,1,Primary Transit,      2014.00
Kepler-376 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.07,1.06,0.89,0.94,1.0,        465.9209,1183.6,1217.4,0.9,-24.01,2.02,4.92,0.057,0.0,0.06,Kepler-376,Lyr,G,1.05,1.18,5900.0,1.5137770000000002,,,19.4405,38.4104,2,0,0.917,2.153,-2.39,-0.17,-1.17,0.27,0.3,0,0,1,Primary Transit,      2014.00
Kepler-376 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,        114.4633,833.3,876.1,7.8,-23.62,3.41,14.17,0.115,0.0,0.12,Kepler-376,Lyr,G,1.05,1.18,5900.0,1.5137770000000002,,,19.4405,38.4104,2,0,0.917,2.153,-2.3,-0.14,-0.43,0.3,0.28,0,0,1,Primary Transit,      2014.00
Kepler-377 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.65,1.39,0.99,1.38,1.38,        140.7772,877.6,915.7,2.6,-23.29,2.64,12.51,0.109,0.0,0.11,Kepler-377,Cyg,G,0.88,1.22,5949.0,1.6725740000000002,,,19.6948,38.7357,2,0,0.961,2.253,-2.32,-0.16,-0.83,0.29,0.29,0,0,1,Primary Transit,      2014.00
Kepler-377 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,11.62,2.06,1.33,2.74,2.37,        50.49433,679.1,724.8,15.4,-23.03,3.92,27.01,0.182,0.0,0.18,Kepler-377,Cyg,G,0.88,1.22,5949.0,1.6725740000000002,,,19.6948,38.7357,2,0,0.961,2.253,-2.2,-0.13,0.03,0.31,0.28,0,0,1,Primary Transit,      2014.00
Kepler-378 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.34,0.75,0.81,0.61,0.67,        15.15374,502.7,531.1,0.3,-19.51,1.43,16.09,0.112,0.0,0.11,Kepler-378,Cyg,K,0.96,0.67,4661.0,0.190088,,,19.6632,46.4386,2,0,0.34700000000000003,0.85,-1.93,-0.18,-1.15,0.31,0.37,0,0,1,Primary Transit,      2014.00
Kepler-378 c,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.27,0.69,0.79,0.55,0.62,        6.898262,412.9,440.2,0.2,-18.48,1.32,28.91,0.166,0.0,0.17,Kepler-378,Cyg,K,0.96,0.67,4661.0,0.190088,,,19.6632,46.4386,2,0,0.34700000000000003,0.85,-1.72,-0.18,-1.14,0.33,0.46,0,0,1,Primary Transit,      2014.00
Kepler-379 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.02,1.66,1.1,1.83,1.74,        89.51894,783.7,825.0,5.5,-23.18,3.15,20.1,0.152,0.0,0.15,Kepler-379,Cyg,F,1.08,1.31,6054.0,2.068246,,,19.7134,38.9458,2,0,1.061,2.484,-2.28,-0.15,-0.53,0.3,0.29,0,0,1,Primary Transit,      2014.00
Kepler-379 c,Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.93,2.28,1.5,3.43,2.8,        19.46108,535.1,583.2,26.9,-22.21,4.34,62.78,0.326,0.0,0.33,Kepler-379,Cyg,F,1.08,1.31,6054.0,2.068246,,,19.7134,38.9458,2,0,1.061,2.484,-2.03,-0.12,0.61,0.32,0.3,0,0,1,Primary Transit,      2014.00
Kepler-380 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.54,1.19,0.92,1.1,1.14,        713.2714,1316.6,1352.1,1.4,-24.72,2.26,3.93,0.05,0.0,0.05,Kepler-380,Dra,F,1.05,1.22,6045.0,1.783179,,,18.8263,48.7591,2,0,0.986,2.3080000000000003,-2.42,-0.17,-1.12,0.27,0.29,0,0,1,Primary Transit,      2014.00
Kepler-380 c,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.92,1.27,0.95,1.2,1.23,        293.0931,1054.1,1090.7,1.8,-23.88,2.41,7.63,0.078,0.0,0.08,Kepler-380,Dra,F,1.05,1.22,6045.0,1.783179,,,18.8263,48.7591,2,0,0.986,2.3080000000000003,-2.37,-0.16,-1.0,0.28,0.29,0,0,1,Primary Transit,      2014.00
Kepler-381 b,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.83,0.99,0.86,0.85,0.92,        727.2212,1323.0,1355.6,0.7,-24.33,1.87,5.63,0.066,0.0,0.07,Kepler-381,Lyr,F,1.34,1.57,6152.0,3.167776,,,19.0122,43.8311,2,0,1.306,3.049,-2.42,-0.17,-1.24,0.27,0.29,0,0,1,Primary Transit,      2014.00
Kepler-381 c,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.27,1.12,0.9,1.01,1.06,        231.4103,993.7,1028.2,1.1,-23.36,2.13,13.39,0.117,0.0,0.12,Kepler-381,Lyr,F,1.34,1.57,6152.0,3.167776,,,19.0122,43.8311,2,0,1.306,3.049,-2.36,-0.17,-1.08,0.28,0.3,0,0,1,Primary Transit,      2014.00
Kepler-382 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,2.23,1.32,0.97,1.28,1.3,        257.7344,1020.8,1058.1,2.2,-23.84,2.51,5.26,0.055,0.0,0.06,Kepler-382,Cyg,G,0.8,0.94,5600.0,0.779646,,,19.9424,45.8699,2,0,0.67,1.5859999999999999,-2.34,-0.16,-0.94,0.28,0.29,0,0,1,Primary Transit,      2014.00
